image_id,bin,null_mean_coassoc_freq
1hrCLTP_Tom20600_015_d1.tif_d1_localizations.csv,120_160,0.0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,whole_image,0.0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,0_40,0.0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,40_80,0.0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,80_120,0.0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,120_160,0.0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,whole_image,0.0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,0_40,0.0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,40_80,0.0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,80_120,0.0
1hrCLTP_Tom20600_015_d3.tif_d1_localizations.csv,120_160,0.0
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,whole_image,0.0
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,0_40,0.0
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,40_80,0.0
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,80_120,0.0
1hrCLTP_Tom20600_016_d1.tif_d1_localizations.csv,120_160,0.0
