Source File,X (um),Y (um)
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,72.9292135,2.109939
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,79.6835,2.421887
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,37.683451,1.9726395
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,43.9280725,2.4697465
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,112.9238825,2.583165
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,38.3621875,2.0030985
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,2.494414,1.9942325
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,4.0252095,2.121769
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,5.292326,2.361645
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,1.039246,3.484611
C2-1hrCLTPBIP_008_d1.tif_d1_localizations.csv,5.9327515,2.481622
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,15.8368405,1.287936
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,36.5280695,1.486355
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,10.785957,3.428945
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,0.4018495,0.868296
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,5.206331,2.2076145
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,37.923704,2.7872325
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,18.6848545,3.1596695
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,37.541842,0.711893
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,8.751509,1.4274455
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,3.4247915,1.6483935
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.8415415,2.2677525
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,8.7599005,2.441387
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.21461,2.736669
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,4.3668105,0.3632785
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,3.40756,2.470598
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,55.707899,2.977962
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,10.6862795,0.367458
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.6306165,0.9799985
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,0.8577985,1.4961895
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,4.663269,1.774942
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.575204,1.9568835
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,5.956587,2.042755
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,48.7299215,2.128295
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,57.9598175,2.9051945
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.338669,0.959842
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,15.591264,1.571024
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,19.175689,1.768793
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,58.8364465,2.5295465
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.027943,2.3930075
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,7.9716715,3.170232
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,13.0826215,3.1726825
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,1.906047,0.5565755
C2-1hrCLTPBIP_008_d2.tif_d1_localizations.csv,1.1713195,1.5344875
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,31.5840915,0.3271255
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,26.047762,0.602862
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,49.673052,2.1913255
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,25.0053635,3.3988175
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,18.2849225,0.528697
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,51.7475465,0.5087875
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,50.4367175,3.044223
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,42.4589425,3.5984715
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,6.7473575,0.350506
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,3.040856,2.651194
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,26.3290625,1.458197
C2-1hrCLTPBIP_008_d3.tif_d1_localizations.csv,44.868408,1.631357
