"logFC","AveExpr","t","P.Value","adj.P.Val","B","PG.UniprotIds","PG.ProteinNames","PG.Genes","label_filtered"
1.23191656691944,16.7820393985269,0.957904630979821,0.36969661793699,0.645262348685202,-5.41758636581348,"Q8BWF0","SSDH_MOUSE","Aldh5a1","Aldh5a1"
0.303931446430145,23.6034673936126,0.333809299676733,0.748200858180625,0.873120157876862,-5.81106957970728,"P51881","ADT2_MOUSE","Slc25a5","Slc25a5"
0.523769563883192,22.240851166583,0.555750975928091,0.59551296466016,0.781706330130836,-5.71043668131775,"P62874","GBB1_MOUSE","Gnb1","Gnb1"
-1.19855039017857,21.8055564654423,-1.23353047746305,0.256787779901437,0.573838042580855,-5.15005063514788,"Q9D8E6","RL4_MOUSE","Rpl4","Rpl4"
1.82593368204943,20.1405427881061,1.72641433462739,0.127468902185768,0.461851599809756,-4.58071657411991,"P16045","LEG1_MOUSE","Lgals1","Lgals1"
0.639446374117774,22.2004081813656,0.731395364723634,0.488052606959313,0.722288850715417,-5.59871534713238,"P15105","GLNA_MOUSE","Glul","Glul"
0.657476617435709,18.7419173411796,0.71620919192522,0.496819156084433,0.728518993944768,-5.6094200961378,"P17426","AP2A1_MOUSE","Ap2a1","Ap2a1"
-0.291704396050822,21.1672253884116,-0.315410015732555,0.761551850147953,0.878782277168715,-5.81725370458311,"P97351","RS3A_MOUSE","Rps3a","Rps3a"
-1.54589810103181,19.2081544154633,-1.44576014443955,0.191050393237697,0.533075928384492,-4.91634112342592,"Q61595","KTN1_MOUSE","Ktn1","Ktn1"
0.338344884649128,18.9633650684281,0.374983330690081,0.718662843310137,0.856205971216383,-5.79600738813109,"Q791V5","MTCH2_MOUSE","Mtch2","Mtch2"
-0.167092295743892,21.2586831507344,-0.143544126763378,0.889864105877199,0.943881415818626,-5.85837087756546,"P48036","ANXA5_MOUSE","Anxa5","Anxa5"
-2.26310657003699,20.848571101208,-1.61244145598757,0.150453626432788,0.492138337610824,-4.71999379977946,"P09602","HMGN2_MOUSE","Hmgn2","Hmgn2"
-2.17184576491651,18.539844780241,-1.10831917187332,0.303978715620055,0.603824544351039,-5.27727635968686,"P63044","VAMP2_MOUSE","Vamp2","Vamp2"
0.415295182761682,19.1421741332482,0.41364838412783,0.691384506390748,0.838245853152994,-5.78033990199534,"Q9Z2Q6","SEPT5_MOUSE","Septin5","Septin5"
-1.96254979928997,18.7835792605314,-0.937454499688744,0.379419342691854,0.648201827308896,-5.43550070785262,"Q9Z315","SNUT1_MOUSE","Sart1","Sart1"
0.532481951674352,18.8282756000898,0.615003594529274,0.557809857615387,0.757754779763296,-5.6757667278869,"Q922B2","SYDC_MOUSE","Dars1","Dars1"
1.47187634371003,23.2173761213681,1.86830199920343,0.103496546347659,0.438250334553146,-4.40293599125599,"P35700","PRDX1_MOUSE","Prdx1","Prdx1"
1.26088160356048,15.3223391024868,0.630259111431543,0.5483360400904,0.752434432483484,-5.66633320450413,"Q8BG39","SV2B_MOUSE","Sv2b","Sv2b"
0.707519198414246,20.3623628533757,0.875314845156444,0.410136607935761,0.668957319911163,-5.488106750145,"O08749","DLDH_MOUSE","Dld","Dld"
-2.63583751057637,23.7275428596733,-2.6440752448446,0.0329124774556538,0.248339602619933,-3.3953024291881,"P62242","RS8_MOUSE","Rps8","Rps8"
0.131598316414728,22.1055028662443,0.153735192253008,0.882112497445157,0.940943075337745,-5.85678254769306,"P11499","HS90B_MOUSE","Hsp90ab1","Hsp90ab1"
-1.9058947847875,17.5333028683527,-0.917479129418749,0.389100822435618,0.655189212419062,-5.45271489985268,"P23819","GRIA2_MOUSE","Gria2","Gria2"
0.176891643995429,20.2726820057294,0.18349791687437,0.859556381986274,0.930563213541662,-5.85152566433285,"P63087","PP1G_MOUSE","Ppp1cc","Ppp1cc"
0.416342663918215,20.7226257686121,0.478692106694209,0.646599868917592,0.812635292671195,-5.75071335283794,"P62281","RS11_MOUSE","Rps11","Rps11"
