image_id,bin,cbc_mean_score,cbc_positive_fraction,n_points
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,whole_image,0.07254296071251051,0.07142857142857142,14
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,0_30,0.07254296071251051,0.07142857142857142,14
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,30_60,0.0,0.0,0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,whole_image,0.09061827721810878,0.0,10
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,0_30,0.09061827721810878,0.0,10
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,30_60,0.0,0.0,0
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,whole_image,0.0,0.0,8
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,0_30,0.0,0.0,6
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,30_60,0.0,0.0,2
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,whole_image,0.48288254946465653,0.559322033898305,59
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,0_30,0.6212436736756806,0.7333333333333333,45
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,30_60,0.059345011445456564,0.0,9
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,60_90,0.0,0.0,5
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,whole_image,0.4508791197164075,0.53125,32
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,0_30,0.6011721596218766,0.7083333333333334,24
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,30_60,0.0,0.0,8
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,whole_image,0.07614880978946649,0.08771929824561403,57
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,0_30,0.08383899386751661,0.11538461538461539,26
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,30_60,0.0720222772481386,0.06666666666666667,30
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,60_90,0.0,0.0,1
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,whole_image,0.5784320334357761,0.6666666666666666,6
