image_id,channel,x_um,y_um,cbc_score
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,4.358029,2.340065,0.6316601830256952
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,3.489473,2.7808235,0.4304689487177254
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,1.799408,3.1665855,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,0.7142005,1.131819,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,1.285245,1.347632,0.20123525991742783
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,0.9441575,0.3510715,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,actin,0.601861,0.520351,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,76.447306,1.8135585,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,19.702488,1.8342415,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,46.059481,3.2132165,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,56.4487365,0.763724,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,54.384447,0.8588385,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,58.56786,1.2300015,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,58.0368165,1.3033735,0.0
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,4.080453,0.749996,0.17775796274550412
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,3.2038825,1.1837085,0.3273956660944679
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,4.016818,1.4944215,0.5478182736308566
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,3.3984665,0.930566,0.17501246090903838
1hrCLTPBIP_002_d2.tif_d1_localizations.csv,arc,54.9173105,1.1209835,0.0
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,0.566605,1.780961,0.7923453602656712
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,8.4167135,1.4426165,0.0
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,2.2861215,1.7639505,0.7812057268524019
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,1.1570195,1.9315985,0.6311142956870675
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,5.0020815,2.2787895,0.6041376731831681
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,2.2399195,3.1094505,0.5781226867194859
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,3.254108,1.03571,0.6786674891804967
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,4.9005645,1.380886,0.7264022686019778
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,6.2656945,1.5477215,0.6904815862462234
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,2.8697955,1.607151,0.573387128540093
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,0.2412865,3.2071845,0.8746274382827407
