"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process",187,-0.594766320196436,-2.26575259977556,1e-10,2.0392e-08,1.73768421052632e-08,973,"tags=34%, list=9%, signal=32%","269951/665563/66495/230103/11950/56248/78330/407785/17706/67680/595136/28080/18159/226646/75406/17993/228033/72900/66916/11717/18103/17717/74023/17850/11951/104130/11958/66052/68738/230075/102631912/70316/79059/68375/27369/67942/66046/17705/11534/225887/17991/11957/17716/66414/54405/68342/66218/67184/66377/68197/70456/27425/57423/67130/75533/66416/68194/66355/71679/68198/17718/69875/66091/55951"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",272,-0.562879519721027,-2.25900556652261,1e-10,2.0392e-08,1.73768421052632e-08,1041,"tags=32%, list=10%, signal=29%","19047/11554/269951/66495/20463/14555/11950/78330/407785/17706/102093/67680/595136/28080/58200/226646/66849/56327/75406/17993/17986/68943/72900/66916/68002/67530/75530/17717/66383/104130/11958/66052/110826/230075/17709/102631912/70556/11652/70316/68375/67472/17711/103172/27369/66046/17705/225887/17991/11957/14533/17716/66414/11364/66576/12859/54405/68342/66218/67184/66377/67885/68197/66148/57423/67267/67130/66142/66416/68194/71679/12861/66152/68198/22272/17718/12867/12868/12857/69875/216558/17710/14004/66594/66091/109042/17751"
"GO:0006091","GO:0006091","generation of precursor metabolites and energy",365,-0.488939956898171,-2.02839641423474,1e-10,2.0392e-08,1.73768421052632e-08,1080,"tags=26%, list=10%, signal=24%","215951/227659/19047/11554/269951/66495/20463/14555/11950/68165/78330/407785/17706/102093/67680/595136/28080/58200/226646/66849/56327/75406/14430/17993/17986/68943/72900/66916/68002/67530/75530/226265/17717/66383/104130/11958/66052/110826/230075/17709/102631912/70556/11652/70316/68375/67472/17711/103172/27369/66046/17705/225887/17991/11957/14533/17716/66414/11364/208982/66576/12856/12859/54405/17992/68342/66218/67184/66377/67885/68197/66148/57423/67267/67130/66142/66416/68194/71679/12861/66152/68198/22272/17718/12867/12868/108079/12857/69875/216558/17710/14004/66594/66091/109042/11676/17751"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",177,-0.58393767214122,-2.22584587234115,1.85400822468447e-10,3.50064219608942e-08,2.98303779464827e-08,947,"tags=34%, list=9%, signal=31%","66495/230103/11950/56248/78330/407785/17706/67680/595136/28080/18159/226646/75406/17993/228033/72900/66916/11717/18103/17717/17850/11951/104130/11958/66052/68738/230075/102631912/70316/79059/68375/67942/66046/17705/11534/225887/17991/11957/17716/66414/54405/68342/66218/67184/66377/68197/70456/27425/57423/67130/75533/66416/68194/66355/71679/68198/17718/69875/66091/55951"
"GO:0050808","GO:0050808","synapse organization",446,0.494662042582855,1.80131529589447,4.99094729389385e-09,7.95120290758465e-07,6.77553930325656e-07,2348,"tags=37%, list=22%, signal=30%","327814/22631/20616/111173/13839/73340/320772/16981/11838/12563/320840/378937/72289/12266/18039/232370/14432/18213/17118/13838/269523/14270/20964/21926/53872/18479/243743/319504/22084/18481/230868/77579/26875/20743/19277/20404/105689/235086/238276/108071/17918/268566/235604/18186/70546/269116/77116/74006/16728/12565/16560/13636/17260/58235/238988/243725/65114/170758/19211/29816/69597/14360/17762/14062/64085/230235/268882/18472/19877/19242/103967/245684/17920/236794/19699/14395/112405/54725/233878/18191/241263/76108/74143/17257/19281/15569/17999/68942/14402/21960/16412/241770/16337/12217/13004/20370/243621/11735/13642/19141/67453/20661/18190/14812/12928/56013/232533/238205/12387/232813/20617/72993/217692/18530/381921/52398/14799/243961/53328/67703/192167/18223/70178/22421/19712/382253/11350/12297/270163/15185/74117/83945/246316/107995/26422/319387/245537/18189/210933/12564/11820/94190/18183/65945/56637/74762/211323/226359/66713/545156/320873/11519/18708/26570/14811/68507/74342/20349/219228/12929/330814/16001/12323/18013/217480/18645"
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse",224,0.576901083798034,1.97896967972014,5.10928633735081e-08,7.66092404347483e-06,6.5281810260826e-06,1995,"tags=37%, list=18%, signal=31%","140919/327814/64176/20983/20616/111173/22318/67979/11838/20965/17957/18751/20964/11772/269774/54524/26875/20743/20404/14809/238276/12330/20910/108012/56216/74006/56807/83493/70495/12725/238988/65114/19211/76252/27062/224671/67300/268882/271457/18717/19877/102866/12287/11465/213760/103967/18196/17920/22317/229521/20528/67474/11975/20979/11964/12889/17999/241770/12217/19085/18752/56044/11771/13642/11966/72961/80718/12387/104015/20907/20617/54525/13002/192167/22421/12484/67602/94090/26414/245537/18189/72685/109880"
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport",417,0.493765747434182,1.78703801164677,5.68490203549286e-08,8.28046587912646e-06,7.05611750390347e-06,1311,"tags=22%, list=12%, signal=20%","19288/327814/64176/20620/23828/20983/20616/111173/22318/67295/12523/67979/11838/104886/17957/18751/12266/16568/11981/101490/20964/21926/269774/16952/268445/22084/54524/16423/26875/241062/171580/18195/15368/20404/14809/238276/110279/17918/20910/52906/70546/77116/56216/74006/56807/22041/238988/19211/72404/29816/27062/26413/224671/227541/268882/16410/271457/18717/19877/102866/12389/12287/104836/11465/213760/22317/229521/67474/19259/19055/20979/20778/12889/17999/16412/54399/241770/16337/12217/19261/20296/19085/18016/12554/18752/11735/56044/105722/11771/13642"
"GO:0140236","GO:0140236","translation at presynapse",47,-0.78266584819271,-2.46450844624582,6.2265068007795e-08,8.63361867851104e-06,7.35705318622681e-06,1773,"tags=77%, list=16%, signal=64%","319195/19982/19896/65019/20005/20042/67186/19988/20103/20088/268449/26451/267019/54217/27207/54127/57808/27370/27176/20055/19942/19951/68193/67281/22121/19941/57294/19981/67115/66489/67671/20044/270106/22186/68436/78294"
"GO:0006887","GO:0006887","exocytosis",254,0.543020989424482,1.88565309152274,6.26606298754234e-08,8.63361867851104e-06,7.35705318622681e-06,1262,"tags=24%, list=12%, signal=22%","327814/64176/16590/22631/20983/111173/22318/67295/12523/20965/104886/17967/22343/17957/18751/83671/194401/11981/211446/20964/18479/107371/16952/108030/56193/54524/77579/26875/171580/20743/18195/15368/107767/14809/110279/17918/20910/56216/74006/56807/83493/238988/27062/268882/271457/18717/19142/12287/213760/22317/229521/18124/67474/18555/20979/12889/67166/241770/20304/18752/56044"
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation",486,0.466436565578635,1.70511358674368,1.14152611664233e-07,1.53144740595857e-05,1.3050078347321e-05,2186,"tags=32%, list=20%, signal=27%","16574/327814/108151/20616/13839/15519/11838/12805/12661/22152/17967/11789/76884/17755/13175/23964/17756/11426/18039/71653/15516/14432/18844/18213/17118/13838/67287/53872/18479/52822/243743/319504/18040/13654/22084/18481/230598/18028/77579/231876/19277/105689/69737/13800/238276/20910/18186/13518/17754/269116/74006/16728/16560/226251/13636/65254/17260/58235/243725/170758/19211/69597/14360/17762/268882/18472/14042/83431/18717/18227/20466/20562/11465/19242/103967/13508/236794/93686/19699/22129/18124/22241/93691/54214/99512/15211/269397/76108/19055/74143/11787/22359/16572/17999/70827/21960/12912/16412/108903/53883/12168/11735/20393/77480/13642/13840/67453/77300/21375/29869/210108/13639/237847/16971/22253/56013/14268/217692/381921/243961/22339/192167/18223/22421/19712/56839/21808/382253/58208/11350/237868/114873/15185/15572/14365/74117/20355/16885/12215/19325/68703/245537/109880/210933/224105/17128/19283/11820/71955/94190/56336/13690/56637/320027/60597/13637/66713"
