"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007612","GO:0007612","learning",139,-0.496354816772638,-1.92556979544125,9.35133112723645e-07,0.000263707537788068,0.00023903314828743,1629,"tags=37%, list=15%, signal=32%","64085/14168/11441/98660/18191/545156/353342/66860/19088/53328/232370/22215/15251/232975/15932/19049/16653/72108/109880/15572/18032/99296/104015/11980/229521/21375/104111/11444/18189/67979/14402/56469/20320/19699/21960/234593/83429/57340/14811/60597/108073/18163/18013/17257/225872/16476/54006/57138/12227/98388/232333"
"GO:0052547","GO:0052547","regulation of peptidase activity",213,0.526190605314052,1.79428048817588,5.30043396902886e-06,0.00107620011307162,0.000975503026468428,1611,"tags=27%, list=15%, signal=23%","232345/13036/70186/12258/76854/53614/14219/227753/16913/11799/57913/21859/14751/235505/67701/15289/17035/20719/110595/14433/64058/14066/433759/13014/12955/22339/12424/21857/12042/13033/16426/12633/27061/68581/83945/52377/20716/19823/67941/19141/74682/23980/57320/20674/233489/19188/216795/19876/73916/14456/80751/14694/66593/12406/12366/225896/14775"
"GO:0007416","GO:0007416","synapse assembly",174,-0.440492444611013,-1.74522622473199,6.00964382585389e-06,0.0011732673869244,0.00106348798229989,1765,"tags=33%, list=16%, signal=28%","12558/320840/16981/64085/14168/18223/211134/18191/241638/74342/216028/103967/19211/192167/15569/76108/22421/211187/232370/107932/56013/73340/14270/70546/67703/18164/208643/15898/13643/18222/243499/20354/11444/18213/320772/73728/18189/14402/11519/330814/268882/20320/105689/19699/14401/236915/70237/13841/19229/17257/226359/14799/225872/14394/71436/17260/107065/12565"
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential",94,-0.537256483739331,-1.95486650707515,6.73902687261739e-06,0.00126693705205207,0.0011483932343162,562,"tags=28%, list=5%, signal=26%","12297/12669/19085/116837/18189/14402/110784/19699/14811/60597/11539/14401/19055/108013/19229/17257/108100/14799/225872/14394/14397/18762/17260/20312/14806/228880"
"GO:0006959","GO:0006959","humoral immune response",73,0.652954374195348,1.97651723261748,1.90451149094398e-05,0.00322243344267721,0.00292091920242671,1234,"tags=36%, list=12%, signal=32%","232345/12258/11535/83433/71660/16854/58809/16176/67701/15331/14433/15007/12268/12259/12262/14130/15223/12266/12520/11727/20311/12051/12010/109648/12260/66214"
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic",84,-0.533093177409016,-1.9148478666158,1.82031148803663e-05,0.00322243344267721,0.00292091920242671,562,"tags=35%, list=5%, signal=33%","268860/19211/192167/216238/22421/77531/12297/19085/116837/18189/14402/19699/14811/60597/11539/14401/19055/108013/19229/17257/108100/14799/225872/14394/18762/17260/20312/14806/228880"
"GO:0099175","GO:0099175","regulation of postsynapse organization",117,-0.487505838375262,-1.84300288692063,1.88852188627126e-05,0.00322243344267721,0.00292091920242671,2058,"tags=43%, list=19%, signal=35%","18481/272381/56320/14812/22418/210274/12558/53972/11651/59036/53872/18223/211134/545156/66860/241638/74342/103967/19211/192167/13838/22421/16443/22215/18472/56013/170731/19073/74143/77097/13196/233071/18222/16975/226016/70178/73728/18189/12323/228550/19699/329165/70237/13841/19229/108100/217480/11838/107065/228880"
"GO:0002252","GO:0002252","immune effector process",292,0.465882729948407,1.64051927108018,2.63256375822529e-05,0.00417590426148487,0.00378517637736933,1169,"tags=19%, list=11%, signal=17%","232345/13036/18439/21929/12258/83433/11765/13731/26365/16854/17319/16852/12484/11745/16176/19215/11600/14751/15289/12759/67313/103743/15007/14131/56200/21939/210808/12268/12259/22030/14961/12262/12042/14130/15223/109905/12266/12520/13383/18826/77125/67278/17423/20311/12051/93685/17969/26409/17242/75974/21809/12010/12260/16783/16173"
"GO:0050803","GO:0050803","regulation of synapse structure or activity",253,-0.380017050497802,-1.60583495441701,3.30054461370984e-05,0.00507683771490641,0.00460181196380406,2286,"tags=39%, list=21%, signal=31%","327814/245450/74006/22154/13728/108155/76965/16979/241263/18481/26416/272381/56320/20616/14812/22418/210274/56637/18708/12558/19281/53972/320840/11651/16981/18530/59036/64085/53872/18223/11441/211134/241770/545156/66860/241638/74342/216028/103967/19211/192167/15569/13838/76108/22421/211187/53328/16443/232370/107932/22215/18472/56013/170731/19073/74143/77097/13196/233071/208643/15898/13643/30785/18222/16975/243499/226016/104156/70178/20354/11444/18213/320772/73728/18189/235604/330814/12323/228550/105689/19699/329165/70237/13841/18013/19229/54645/17257/226359/108100/71436/17260/217480/72289/11838/107065/12564/228880"
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic",83,-0.518429166545258,-1.85724887754897,3.86617769287498e-05,0.00577197587324512,0.00523190795528066,2057,"tags=36%, list=19%, signal=29%","17957/14812/210274/108071/230235/12558/353342/70510/192167/208117/12300/232370/14815/245666/12298/229791/14800/18189/67979/19699/21960/14811/60597/11539/108073/19229/14799/17260/12564/14806"
