Gene Symbol,Entrez ID
Plekhg5,310999
Plekhh2,313866
Plekhm1,303584
Plekhm2,313667
Plk2,83722
Plscr2,315883
Plxna3,309280
Plxna4a,312213
Pm20d2,313130
Pnck,29660
Pnma2,305977
Pnma3,293840
Pnmal1,361515
Pnmal2,308393
Pnn,368070
Pnpla3,362972
Pnpo,64533
Podxl2,297433
Pold3,293144
Poldip3,315170
Poli,291526
Pom121,113975
Pop7,288564
Porcn,317368
Pp3111,246185
Ppa1,294504
Ppan,298699
Ppat,117544
Ppfia2,362876
Ppfia3,140591
Ppia,25518
Ppil4,361449
Ppip5k1,311355
Ppm1b,24667
Ppm1e,360593
Ppm1g,259229
Ppme1,361613
Ppp1ca,24668
Ppp1cb,25594
Ppp1cc,24669
Ppp1r12b,304813
Ppp1r16a,362944
Ppp1r9a,84685
Ppp1r9b,84686
Ppp2cb,24673
Ppp2r1a,117281
Ppp2r3c,362739
Ppp3r1,29748
Ppp4r2,297486
Ppp5c,65179
Ppp6c,171121
Praf2,367743
Prcc,310687
Prcp,293118
Prdm8,305198
Prep,83471
Prepl,298771
Prkaa1,65248
Prkab2,64562
Prkacb,293508
Prkag2,373545
Prkar2b,24679
Prkcg,24681
Prkci,84006
Prkcz,25522
Prkrip1,498171
Prmt1,60421
Prmt10,291947
Prmt3,89820
Prmt8,688502
Prnp,24686
Prokr2,192649
Prosapip1,280670
Prpf18,171552
Prpf3,361995
Prpf31,292536
Prr11,360591
Prr16,361327
Prrc2b,296637
Prrc2c,360865
Prrt1,406167
Prrt3,502873
Prss23,308807
Prune,310664
Psd,171381
Psd3,306380
Psen2,81751
Psma1,29668
Psma3,29670
Psmb5,29425
Psmb7,85492
Psmc1,117263
Psmc3,29677
Psmc6,289990
Psmd1,83806
Psmd12,287772
Psmd13,365388
Psmd14,311078
Psmd2,287984
Psmd3,287670
Psmd5,296651
Psmd7,307821
Psme1,29630
Psme3,287716
Psph,304429
Pspn,25525
Ptbp2,310820
Ptgs2,29527
Ptk2,25614
Ptk2b,50646
Ptn,24924
Ptp4a2,85237
Ptplb,288058
Ptpn23,117552
Ptpn4,246116
Ptpn5,29644
Ptprb,314843
Ptprj,29645
Ptprk,360302
Ptprn,116660
Ptprn2,29714
Pttg1ip,365548
Pum1,362609
Pum2,298874
Purg,361162
Pwp2,690297
Qars,290868
Qrsl1,309911
Qsox1,84491
R3hdm1,304763
R3hdm2,362894
Rab1,81754
Rab11fip2,308003
Rab11fip4,303337
Rab15,299156
Rab24,361208
Rab2a,65158
Rab36,690407
Rab39,315668
Rab3gap2,289350
Rab40b,303754
Rab5a,64633
Rab5b,288779
Rab6a,84379
Rab6b,363123
Rab9b,367915
Rabepk,296649
Rabgap1,311911
Rabggta,58983
Rabggtb,25533
Rabl2b,362987
Rad52,297561
Rae1,362281
Rala,81757
Ralbp1,84014
Ralyl,294883
Ramp1,58965
Ran,84509
Ranbp10,361396
Ranbp17,303029
Ranbp2,294429
Ranbp3,501281
Ranbp6,309326
Rangap1,362965
Rap1b,171337
Rap1gap2,303298
Rap2b,170923
Rap2ip,303569
Rapgefl1,303515
Rarres1,310486
Rasal1,360814
Rasd2,171099
Rasgef1a,312664
Rasgrf1,192213
Rasgrf2,114513
Rasgrp1,29434
Rasl10a,364190
Raver1,298705
Raver2,362551
Rb1cc1,312927
Rbbp5,304794
Rbbp6,308968
Rbbp9,29459
Rbck1,60383
Rbm10,64510
Rbm25,366693
Rbm27,361317
Rbm33,362297
Rbm34,307956
Rbm39,362251
Rbm4,293663
Rbm45,266631
Rbm5,300996
Rbm6,315997
Rbm7,315634
Reep1,362384
Reep3,294375
Reep6,362835
Rell2,361313
Reps2-ps1,363466
Rerg,502916
Rev1,316344
Rev3l,309812
Rexo1,314630
Rexo4,311826
Rfng,60433
Rfwd2,360860
Rg9mtd3,298081
Rgnef,361882
Rgp1,313493
Rgs13,498246
Rgs14,114705
Rgs17,308118
Rgs18,289076
Rgs4,29480
Rgs5,54294
Rgs6,54295
Rgs7bp,294715
Rhbdl1,117025
Rhbdl3,287556
Rheb,26954
Rhob,64373
Ric8b,314681
Ril,24915
Rilpl1,304469
Rimbp2,266780
Rims1,84556
Rims2,116839
Rin1,207119
Riok1,291061
Rit2,291713
Rmnd5b,497900
Rnaseh2a,364974
Rnd1,362993
Rnd3,295588
Rnf10,288710
Rnf112,24916
Rnf113a2,314313
Rnf123,100190936
Rnf126,314613
Rnf14,619577
Rnf145,287212
Rnf146,308051
Rnf150,364983
Rnf165,307251
Rnf167,360554
Rnf170,364654
Rnf185,360967
Rnf208,499748
Rnf216,304294
Rnf25,301515
Rnf34,282845
Rnf38,171501
Rnf40,266712
Rnft2,304521
Rngtt,313131
Rnmt,291534
Rnps1,287113
Robo2,84409
Rock2,25537
Rogdi,287061
Rpap3,300189
Rpgr,367733
Rpgrip1l,307724
Rph3a,171039
Rpl10,81764
Rpl12,499782
Rpl13,81765
Rpl13a,317646
Rpl15,245981
Rpl17,291434
Rpl18a,290641
Rpl19,81767
Rpl21,79449
Rpl22l1,361923
Rpl24,64307
Rpl26,287417
Rpl27,64306
Rpl27a,293418
Rpl28,64638
Rpl31,64298
Rpl35,296709
Rpl36,58927
Rpl36a,292964
Rpl37,81770
Rpl4,64302
Rpl41,124440
Rpl5,81763
Rpl6,117042
Rpl7a,296596
Rplp1,140661
Rprd1b,311591
Rps12,65139
Rps16,140655
Rps18,294282
Rps19,29287
Rps2,83789
Rps20,122772
Rps21,81775
Rps23,124323
Rps25,122799
Rps26,27139
Rps27,94266
Rps3a,29288
Rps6ka2,117269
Rps6kc1,289342
Rps7,29258
Rps8,65136
Rpsa,29236
Rptor,287871
Rraga,117044
Rragc,298514
Rrnad1,361976
Rrp1,309674
Rrp1b,309673
Rrp7a,362967
Rsl1d1,302898
Rsph10b,288478
Rsph9,316238
Rspo2,500863
Rsrc1,361956
RT1-DMa,294274
Rtn1,116644
Rtn3,140945
Rtn4r,113912
Rtn4rl1,303311
Rundc3b,688590
Rwdd3,65026
Rxrg,83574
Ryr2,689560
S100a10,81778
Sacs,305940
Sae1,308384
Safb,64196
Samd12,362910
Samd8,305684
Sap130,307527
Sap30bp,360662
Saps3-ps1,309144
Sart1,29678
Sart3,304582
Sbf1,300147
Scaf4,245924
Scamp4,65170
Scaper,117521
Scg2,24765
Scg3,116635
Scg5,25719
Schip1,295105
Sclt1,266809
Scn2a1,24766
Scn3a,497770
Scn4b,315611
Scoc,364981
Sctr,81779
Scyl2,314717
Sdccag8,305002
Sdr39u1,361044
Sec11a,65166
Sec14l1,360668
Sec23a,58817
Sec23ip,309010
Sec24b,295461
Sec31a,93646
Sec3l1,305287
Sec61a2,361273
Sec61g,689134
Secisbp2l,296115
Secp43,65241
Sel1l3,360945
Selo,315216
Sels,286900
Sema6b,84609
Senp2,78973
Senp3,303245
Senp5,303874
Senp6,300860
Senp7,288167
Sept11,305227
Sept3,56003
Sept7,64551
Sepw1,25545
Serbp1,246303
Serinc1,294421
Serinc2,313057
Setd4,245975
Sez6,192247
Sez6l,304554
Sf1,117855
Sf3a1,305479
Sf3a3,313583
Sf3b1,84486
Sf3b2,293671
Sf4,290666
Sfpq,252855
Sfrp4,89803
Sfswap,304431
Sgca,303468
Sgk196,306549
Sgsm3,362963
Sh2d1b,501869
Sh3bgr,498066
Sh3bgrl,302363
Sh3gl2,116743
Sh3glb2,311848
Sh3rf1,306417
Shank1,78957
Shank3,59312
Sharpin,81859
Shbg,24775
Shc2,314612
Shc3,114858
Shisa6,497926
Shroom2,317435
siat7D,407764
Siat7E,365984
Siat7F,407765
Sidt1,288109
Sigmar1,29336
Sipa1l1,246212
Sipa1l3,292771
Sirpa,25528
Skiv2l,294260
Skp1,287280
Slamf9,289235
Slbp,681062
Slc12a5,171373
Slc13a4,503568
Slc16a14,316578
Slc17a5,363103
Slc17a7,116638
Slc1a1,25550
Slc1a5,292657
Slc22a17,305886
Slc24a3,85267
Slc26a8,309646
Slc2a13,171147
Slc2a3,25551
Slc2a6,296600
Slc30a3,366568
Slc30a4,64469
Slc30a9,498358
Slc35a1,313139
Slc35c1,311204
Slc35e1,498599
Slc35e2,313765
Slc35f1,502421
Slc36a1,155205
Slc36a4,315439
Slc37a3,312255
Slc38a4,170573
Slc38a7,291840
Slc39a7,294281
Slc39a9,314275
Slc44a1,85254
Slc45a1,246258
Slc4a10,295645
Slc4a1ap,298805
Slc4a7,117955
Slc4a8,315311
Slc5a6,170551
Slc6a13,171163
Slc6a15,282712
Slc6a20,113918
Slc6a7,117100
Slc7a14,499587
Slc7a4,303787
Slc7a6,307811
Slc9a1,24782
Slc9a2,24783
Slc9a4,24785
Slc9a5,192215
Slc9a8,311651
Slit1,65047
Slit2,360272
Slitrk1,306147
Slitrk2,309349
Slitrk5,306152
Slitrk6,290467
Sln,367086
Smc2,362519
Smcr8,497918
Smek1,314388
Smg5,681012
Smg7,360855
Smn1,64301
Smpd3,94338
Snap25,25012
Snap47,303183
Snap91,65178
Snapap,295217
Snapc1,314228
Snapc5,691501
Snca,29219
Sncg,64347
Snhg11,362256
Snrnp25,287170
Snrnp35,360803
Snrnp70,361574
Snrpa,292729
Snrpb2,362223
Snrpc,361808
Snrpn,81781
Snurf,113938
Snx10,297096
Snx14,315871
Snx19,315478
Snx25,306471
Snx27,260323
Snx32,361708
Sobp,309860
Sorcs3,294043
Sorl1,300652
Sort1,83576
Spast,362700
Spata2L,498963
Spata7,192225
Spata9,294594
Spcs3,680782
Sphkap,316561
Spink8,301016
Spint2,292770
Spon1,64456
Spry3,498159
Spryd3,315327
Spsb3,302981
Sptb,314251
Sptbn1,305614
Sptbn2,29211
Sqstm1,113894
Srgap1,314903
Srp54a,116650
Srp68,363707
Srp72,498351
Srp9,690345
Srpk1,361811
Srpk2,296753
Srpx,64316
Srr,303306
Srrm1,313620
Srsf1,689890
Srsf12,297962
Srsf4,362612
Ssbp4,364534
Sssca1,689397
Sstr2,54305
Sstr4,25555
Ssx2ip,308023
St3gal1,362924
St3gal3,64445
St3gal5,83505
St6gal2,301155
St8sia5,364901
Stac,363152
Stau2,171500
Steap4,499991
Stim1,361618
Stip1,192277
Stk25,373542
Stk3,65189
Stk32c,365381
Stk4,311622
Stmn1,29332
Stmn3,29246
Stoml1,300748
Strada,303605
Stradb,501146
Strn4,308392
Stx16,362283
Stx1a,116470
Stx1b,24923
Stx4,81803
Stx7,60466
Stxbp5,81022
Stxbp5l,288080
Sugp2,361126
Sugt1,290408
Suhw3,302812
Sult4a1,58953
Sumo3,499417
Supt16h,305851
Supt6h,303281
Supt7l,313905
Surf2,619345
Susd2,294335
Sv2a,117559
Sv2b,117556
Svop,171442
Syn1,24949
Syndig1,362235
Syngap1,192117
Synj1,85238
Synpo,60324
Syp,24804
Sypl1,366595
Syt1,25716
Syt11,60568
Syt13,80977
Syt16,299142
Syt17,192189
Syt3,25731
Syt4,64440
Syt5,54309
Syt9,60564
Syvn1,361712
Szt2,362573
Tab2,308267
Tacr1,24807
Taf15,287571
Taf1b,690450
Taldo1,83688
Tanc1,311055
Tanc2,303599
Taok1,286993
Taok2,64666
Tatdn2,500295
Tax1bp3,360564
Tbc1d1,360937
Tbc1d13,499768
Tbc1d17,292886
Tbc1d24,287110
Tbc1d25,302552
Tbcb,292777
Tbce,361255
Tbck,295446
Tbk1,299827
Tcerg1,307474
Tcp1,24818
Tcp11l1,499846
Tctn3,309486
Tecr,191576
Tesk1,29460
Tff3,25563
Tfg,360709
Tgfb2,81809
Thap6,305244
Thoc2,313308
Thoc3,290519
Thoc5,360972
Thpo,81811
Thtpa,305889
Thumpd1,309041
Thy1,24832
Tifab,364674
Timp1,116510
Tjp1,292994
Tlk2,303592
Tln2,315776
Tm9sf2,306197
Tmc5,365360
Tmco6,291661
Tmed2,65165
Tmed9,361207
Tmem101,303564
Tmem104,303670
Tmem126b,293114
Tmem127,311405
Tmem130,304280
Tmem131,316335
Tmem132a,338474
Tmem14a,363206
Tmem168,312135
Tmem175,305623
Tmem18,362722
Tmem181,502228
Tmem188,291914
Tmem200a,498987
Tmem214,362711
Tmem222,313021
Tmem231,361410
Tmem237,316412
Tmem25,689172
Tmem38a,306327
Tmem39b,362608
Tmem42,363171
Tmem45a,680866
Tmem50a,298552
Tmem57,313618
Tmem59,100196907
Tmem59l,306349
Tmem63b-ps1,363197
Tmem63c,314332
Tmem66,290796
Tmem67,313067
Tmem68,312946
Tmem74,500864
Tmem80,309109
Tmem85,296049
Tmem86b,690610
Tmem87a,366170
Tmem8b,313490
Tmf1,114206
Tmod2,58814
Tmod4,295261
Tmsb10,50665
Tmsb4x,81814
Tmub1,362301
Tmub2,303567
Tmx1,362751
Tmx4,296182
Tnfaip8l2,310663
Tnfsf13,287437
Tnip1,363599
Tnip2,305451
Tnnc1,290561
Tnpo2,304670
Tnpo3,296954
Tollip,361677
Top3b,287930
Tp53i11,311209
Tpcn2,309139
Tpd52l1,689256
Tpm1,24851
Tpm2,500450
Tpp2,81815
Tpr,304862
Tpt1,116646
Tra2a,500116
Tra2b,117259
Trafd1,114635
Traip,367167
Tram1l1,310846
Trappc2l,292074
Trappc3,362599
Trappc6b,299075
Trappc8,291750
Trappc9,315059
Trhde,366894
Trim11,360534
Trim2,361970
Trim23,81002
Trim30,499223
Trim32,313264
Trim33,365894
Trim35,498538
Trim44,362172
Trim46,310641
Trmt112,293700
Trmt12,314999
Trmt5,362754
Trpc4,84494
Trpc4ap,362247
Trpc5,140933
Trub1,361775
Tsc1,60445
Tsga14,500069
Tsn,60381
Tsnax,64028
Tspan13,366602
Tspan8,171048
Tspyl2,302612
Tspyl5,314555
Tssc1,362721
Ttc1,287208
Ttc13,292095
Ttc15,314013
Ttc27,298782
Ttc33,294774
Ttc37,294595
Ttc39b,298186
Ttc4,362556
Ttc5,305837
Ttc8,299246
Ttc9b,361528
Tti1,499935
Ttk,315852
Ttll3,362415
Ttll9,311548
Ttpal,296349
Tub,25609
Tuba1a,64158
Tuba1b,500929
Tuba8,500377
Tubb2a,498736
Tubb2c,296554
Tubb3,246118
Tubgcp2,309098
Tubgcp3,306599
Tubgcp5,308663
Tusc2,501052
Twsg1,363294
Txlng,302680
Txndc11,302899
Txndc15,307180
Txnl4b,292008
Tyro3,25232
Uba1,314432
Uba2,308508
Uba52,64156
Ubap2,313169
Ube2b,81816
Ube2d2,641452
Ube2g2,294331
Ube2k,289623
Ube2l6,295704
Ube2m,361509
Ube2o,303689
Ube2q1,295252
Ube2q2,363065
Ube2ql1,679949
Ube2s,292588
Ube2t,360847
Ube2v2,287927
Ube2z,303478
Ube3a,361585
Ube3c,362294
Ube4b,298652
Ubfd1,293454
Ubl7,300744
Ubp1,301038
Ubqln2,317396
Ubqln4,310633
Ubr1,499877
Ubr4,313658
Ubtd2,287178
Ubxn4,304766
Uchl3,498560
Uck2,304944
Ufsp2,361151
Ugcg,83626
Uggt1,171129
Ugt8,50555
Uhmk1,246332
Ulk1,360827
Umps,288051
Unc13a,64829
Unc45a,308759
Unc5a,60629
Unc80,316460
Unk,360663
Upf2,361271
Upf3a,361176
Upf3b,313449
Urb2,292087
Urgcp,305493
Uso1,56042
Usp1,313387
Usp10,307905
Usp11,408217
Usp12,360763
Usp15,171329
Usp2,115771
Usp22,303201
Usp28,315639
Usp29,361495
Usp31,308959
Usp32,303394
Usp33,310960
Usp34,360990
Usp4,290864
Usp42,288482
Usp43,303233
Usp45,313098
Usp5,297593
Usp7,360471
Usp8,296121
Uspl1,288447
Utp14a,317579
Utp15,310019
Vac14,307842
Vamp2,24803
Vapa,58857
Vapb,60431
Vcp,116643
Vcpip1,286761
Vezt,299738
Vgf,29461
Vip,117064
Vopp1,362374
Vprbp,315987
Vps11,315600
Vps13a,309243
Vps13b,315036
Vps16,296159
Vps18,296083
Vps24,282834
Vps26a,361846
Vps26b,300472
Vps33a,65081
Vps33b,64060
Vps35,25479
Vps37b,288659
Vps39,362199
Vps45,64516
Vps4a,246772
Vps52,25218
Vsnl1,24877
Vwc2l,501160
Wbp11,297695
Wbp2,192645
Wbp4,114765
Wbscr17,288611
Wdfy3,305164
Wdr11,309016
Wdr12,363237
Wdr13,317370
Wdr19,305349
Wdr27,308222
Wdr3,310720
Wdr31,298096
Wdr35,298876
Wdr35l,503018
Wdr44,246152
Wdr45,302559
Wdr47,310785
Wdr48,363164
Wdr54,500226
Wdr6,301007
Wdr60,314523
Wdr67,299949
Wdr7,66031
Wdr73,308751
Wdr75,314545
Wdr78,313417
Wdr8,366515
Wfdc2,286888
Whsc2,305455
Wibg,366790
Wif1,114557
Wipf3,259242
Wipi2,288498
Wnk3,317420
Wrb,288233
Xkr4,297801
Xpo4,290280
Xpo5,363194
Xpo6,293476
Xpo7,361070
Xrn2,362229
Yars,313047
Ydjc,287938
Yif1,171441
Yipf1,298312
Yipf2,363027
Yipf5,361315
Ypel3,293491
Ypel4,502643
Ypel5,298792
Ythdc1,170956
Ywhag,56010
Zbbx,361964
Zbtb11,304010
Zbtb22,309630
Zbtb33,501506
Zbtb45,308366
Zc3h11a,360845
Zc3h13,305955
Zc3h14,192359
Zc3h15,362154
Zc3h18,292067
Zc3h3,300032
Zc3h7b,315158
Zc3hc1,296957
Zcchc10,360524
Zcchc14,365018
Zcchc17,500555
Zcchc4,360946
Zcchc7,298086
Zdhhc1,291967
Zdhhc13,365252
Zdhhc14,499014
Zdhhc15,317235
Zdhhc17,366889
Zdhhc21,298184
Zdhhc22,299211
Zdhhc23,363783
Zdhhc5,362156
Zer1,311842
Zfand2b,363253
Zfc3h1,314836
Zfp142,316524
Zfp180,246279
Zfp259,500989
Zfp277,298977
Zfp280d,315798
Zfp322a,680201
Zfp329,308361
Zfp330,361387
Zfp335,259270
Zfp358,360754
Zfp364,362002
Zfp385b,311137
Zfp511,293586
Zfp512,313906
Zfp532,307362
Zfp629,308998
Zfp638,312491
Zfp644,305127
Zfp654,288354
Zfp692,303164
Zfp74,365224
Zfp770,691610
Zfp804a,295695
Zfp827,291940
Zfp828,306647
Zfyve16,499508
Zfyve20,312562
Zfyve21,362789
Zfyve9,313477
Zmat2,679898
Zmat3,64394
Zmat4,684961
Zmym1,313604
Zmym2,305913
Zmym4,313598
Zmym6,362602
Zmynd11,291259
Zmynd19,311791
Zranb2,58821
Zswim3,311630
Zswim6,310062
Zufsp,294390
