"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050804","BP","GO:0050804","modulation of chemical synaptic transmission","73/801","432/10713",2.02064141714277e-11,6.39809691136244e-08,5.93599196152938e-08,"Star/Slc6a6/Synpr/Atad1/Sorcs3/Sv2b/Lnpep/Mef2c/Prkcb/Celf4/Gpr158/Bcr/Pclo/Plcb1/Crtc1/Slc24a2/Epha4/Pak1/Prkce/Plk2/Erc1/Dgkb/Mapk1/Tnr/Grm5/Nrxn3/L1cam/Kras/Prkar2b/Braf/Epha7/Pcdh17/Snap29/Grik5/Ppfia2/Vamp2/Akap7/Frrs1l/Nlgn2/Prkar1b/Ube3a/Grin2b/Myo5a/Grin2a/Gria3/Mecp2/Syn1/Zdhhc2/Clstn2/Fxr1/Reln/Lrrtm1/Chmp2b/Mapk9/Mtmr2/Dnm1l/Nlgn1/Dlgap1/Btbd9/Slc4a10/Syt1/Cacnb3/Ncam1/Ina/Mapt/Ppp3ca/Pafah1b1/Nrxn1/Rgs4/Nedd4/Ywhag/Serpine2/Egr1",73
"GO:0099177","BP","GO:0099177","regulation of trans-synaptic signaling","73/801","433/10713",2.26201057499114e-11,6.39809691136244e-08,5.93599196152938e-08,"Star/Slc6a6/Synpr/Atad1/Sorcs3/Sv2b/Lnpep/Mef2c/Prkcb/Celf4/Gpr158/Bcr/Pclo/Plcb1/Crtc1/Slc24a2/Epha4/Pak1/Prkce/Plk2/Erc1/Dgkb/Mapk1/Tnr/Grm5/Nrxn3/L1cam/Kras/Prkar2b/Braf/Epha7/Pcdh17/Snap29/Grik5/Ppfia2/Vamp2/Akap7/Frrs1l/Nlgn2/Prkar1b/Ube3a/Grin2b/Myo5a/Grin2a/Gria3/Mecp2/Syn1/Zdhhc2/Clstn2/Fxr1/Reln/Lrrtm1/Chmp2b/Mapk9/Mtmr2/Dnm1l/Nlgn1/Dlgap1/Btbd9/Slc4a10/Syt1/Cacnb3/Ncam1/Ina/Mapt/Ppp3ca/Pafah1b1/Nrxn1/Rgs4/Nedd4/Ywhag/Serpine2/Egr1",73
"GO:0050808","BP","GO:0050808","synapse organization","71/801","446/10713",6.1593838651112e-10,6.96872690498682e-07,6.46540798977778e-07,"Mdga2/Negr1/Mycbp2/Lrrc24/Malat1/Mef2c/Flrt1/Gpr158/Ntrk3/Pclo/Lrrn3/Epha4/Pak3/Cdh9/Pak1/Erc1/Dgkb/Tnr/Grm5/Nrxn3/L1cam/Col4a1/Plxna4/Rock1/Epha7/Afg3l2/Pcdh17/Insr/Nfasc/Ppfia2/Dnm3/Epha5/Sh3gl2/Frrs1l/Nlgn2/Ube3a/Opa1/Grin2b/Srgap2/Myo5a/Cdh8/Grin2a/Cnksr2/Adgrl3/Mecp2/Syn1/Crk/Sema4d/Nptxr/Ank3/Zdhhc2/Clstn2/Iqsec3/Reln/Add2/Lrrtm1/Chmp2b/Mtmr2/Snap91/Dnm1l/Nlgn1/Abi2/Rab39b/Nrcam/Cacnb3/Mapt/Pafah1b1/Nrxn1/Nedd4/Pgrmc1/Pcdhgc4",71
"GO:0050890","BP","GO:0050890","cognition","49/801","263/10713",1.71377604764535e-09,1.61580518358829e-06,1.49910304799293e-06,"Lamb1/Trpm4/Atad1/Sorcs3/Mef2c/Gpr158/Btg2/Chl1/Aph1b/Plcb1/Crtc1/Slc24a2/Pak1/Plk2/Tbr1/Tnr/Grm5/Magt1/Nrxn3/Kras/Prkar2b/Braf/Prkar1b/Ube3a/Grin2b/Cyp7b1/Grin2a/Atp1a3/Mecp2/Synj1/Clstn2/Reln/Atp1a2/Chmp2b/Jun/Abi2/Btbd9/Brinp1/Pias1/Syt11/Ncam1/Ap1s2/Mapt/Pafah1b1/Nrxn1/Pgrmc1/Ptprz1/Pja2/Egr1",49
"GO:0061564","BP","GO:0061564","axon development","63/801","406/10713",1.65418022699131e-08,1.16971219301123e-05,1.08522929102351e-05,"Kif5c/Mycbp2/Shtn1/Tenm2/Mef2c/Nfib/Ntrk3/Chl1/Pum2/Dclk1/Map2/Golga4/Epha4/Pak3/Camsap2/Bcl11b/Pak1/Macf1/Apc/Lrig2/Tbr1/Tnr/Lmtk2/L1cam/Rufy3/Braf/Neurod1/Plxna4/Epha7/Ttc3/Afg3l2/Pcdhac2/Nfasc/Epha5/Nefm/Cyfip2/Dst/Sema4d/Klf7/Atl1/Ank3/Cntn1/Smad4/Reln/Tbce/Nrdc/B4galt5/Snap91/Inpp5f/Bcl11a/Map2k1/Jun/Trak2/Nrcam/Map1b/Ncam1/Mapt/Kif5a/Pafah1b1/Scn1b/Ptprz1/Hsp90aa1/Aplp2",63
"GO:0035249","BP","GO:0035249","synaptic transmission, glutamatergic","23/801","84/10713",2.87024319621523e-08,1.62369657609896e-05,1.50642448171886e-05,"Slc17a6/Atad1/Mef2c/Napb/Aph1b/Pak1/Tnr/Grm5/Grik5/Frrs1l/Nlgn2/Grin2b/Myo5a/Cdh8/Grin2a/Gria3/Fxr1/Reln/Nlgn1/Syt1/Clcn3/Nrxn1/Serpine2",23
"GO:0099003","BP","GO:0099003","vesicle-mediated transport in synapse","40/801","224/10713",1.81433081961266e-07,7.8951303434991e-05,7.32490159237954e-05,"Slc17a6/Syt6/Pld1/Atad1/Sv2b/Aak1/Prkcb/Napb/Pclo/Syn2/Rala/Erc1/Braf/Rock1/Pcdh17/Snap29/Grik5/Ppfia2/Dnm3/Vamp2/Sh3gl2/Nlgn2/Prkar1b/Cltc/Syn1/Atp6v1a/Synj1/Sacm1l/Snap91/Dnm1l/Nlgn1/Btbd9/Syt1/Syt11/Ap1s2/Clcn3/Nrxn1/Nedd4/Cadps/Canx",40
"GO:0060627","BP","GO:0060627","regulation of vesicle-mediated transport","59/801","417/10713",1.21064544426889e-06,0.000360453751485741,0.000334419844051228,"Bves/Syt6/Pld1/Mical1/Pot1b/Pgap1/Atad1/Sv2b/Aak1/Rab3c/Prkcb/Ptx3/Napb/Bcr/Pclo/Ahi1/Itgav/Anxa1/Rala/Plk2/Erc1/Mapk1/Dnajc13/Cd47/Dgkd/Braf/Rock1/Snap29/Insr/Grik5/Ppfia2/Vamp2/Rab15/Sh3gl2/Prkar1b/Snph/Myo5a/Pros1/Cbll1/Snx4/Syn1/Synj1/Ank3/Zdhhc2/Lrrtm1/Mtmr2/Snap91/Inpp5f/Dnm1l/Nlgn1/Map2k1/Btbd9/Syt1/Syt11/Ppp3ca/Nrxn1/Nedd4/Cadps/Nsf",59
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","50/801","339/10713",2.41371994963652e-06,0.000620655170686082,0.000575828118128598,"Ccp110/Negr1/Shtn1/Ntrk3/Pum2/Ahi1/Crtc1/Golga4/Atf1/Epha4/Pak3/Pak1/Macf1/Rala/Apc/Parp6/L1cam/Rufy3/Braf/Plxna4/Shoc2/Hdac4/Dnm3/Plppr5/Enc1/Dpysl3/Opa1/Prkci/Sema4d/Serpini1/Cntn1/Reln/Nrdc/Snap91/Stmn2/Dnm1l/Bcl11a/Nlgn1/Map2k1/Abi2/Tmem106b/Map1b/Mapt/Pafah1b1/Nrxn1/Serpine2/Scn1b/Ptprz1/Hsp90aa1/Atp1b2",50
"GO:0006836","BP","GO:0006836","neurotransmitter transport","29/801","154/10713",2.97165346797824e-06,0.000730897550797953,0.000678108200976637,"Slc17a6/Slc6a6/Sv2b/Mef2c/Prkcb/Napb/Gpr158/Pclo/Syn2/Pak1/Erc1/Nrxn3/Slc1a2/Braf/Snap29/Grik5/Ppfia2/Vamp2/Slc6a17/Syn1/Synj1/Atp1a2/Snap91/Dnm1l/Nlgn1/Syt1/Syt11/Nrxn1/Cadps",29
"GO:0007626","BP","GO:0007626","locomotory behavior","32/801","185/10713",6.16387120388094e-06,0.00139476077601418,0.00129402365568633,"Negr1/Vps13a/Ncor1/Lsamp/Chl1/Aph1b/Epha4/Prkce/Tnr/Grm5/Nlgn2/Ube3a/Myo5a/Grin2a/Atp1a3/Scn8a/Adgrl3/Mecp2/Kcnma1/Cntn1/Reln/Lrrtm1/Tbce/Atp1a2/Inpp5f/Btbd9/Slc4a10/Mapt/Pafah1b1/Clcn3/Aplp2/Egr1",32
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","39/801","254/10713",1.21000063369675e-05,0.00234759061853709,0.00217803500535451,"Slc17a6/Mdga2/Negr1/Mycbp2/Lrrc24/Malat1/Mef2c/Flrt1/Gpr158/Ntrk3/Lrrn3/Epha4/Pak3/Dgkb/Rock1/Epha7/Ppfia2/Dnm3/Nlgn2/Ube3a/Opa1/Grin2b/Cdh8/Adgrl3/Mecp2/Sema4d/Clstn2/Reln/Lrrtm1/Chmp2b/Snap91/Dnm1l/Nlgn1/Abi2/Nrcam/Pafah1b1/Nrxn1/Nedd4/Pgrmc1",39
"GO:0007269","BP","GO:0007269","neurotransmitter secretion","24/801","124/10713",1.29507743554528e-05,0.00234759061853709,0.00217803500535451,"Sv2b/Mef2c/Prkcb/Napb/Gpr158/Pclo/Syn2/Pak1/Erc1/Nrxn3/Braf/Snap29/Grik5/Ppfia2/Vamp2/Syn1/Synj1/Snap91/Dnm1l/Nlgn1/Syt1/Syt11/Nrxn1/Cadps",24
"GO:0099643","BP","GO:0099643","signal release from synapse","24/801","124/10713",1.29507743554528e-05,0.00234759061853709,0.00217803500535451,"Sv2b/Mef2c/Prkcb/Napb/Gpr158/Pclo/Syn2/Pak1/Erc1/Nrxn3/Braf/Snap29/Grik5/Ppfia2/Vamp2/Syn1/Synj1/Snap91/Dnm1l/Nlgn1/Syt1/Syt11/Nrxn1/Cadps",24
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","42/801","283/10713",1.32796358128313e-05,0.00234759061853709,0.00217803500535451,"Fgf2/Vcan/Star/Shtn1/Lrrc24/Flrt1/Ntrk3/Lrrn3/Golga4/Epha4/Pak3/Pak1/Macf1/Grm5/Parp6/L1cam/Kras/Rufy3/Braf/Plxna4/Nlgn2/Opa1/Prkci/Adgrl3/Mecp2/Sema4d/Synj1/Clstn2/Reln/Lrrtm1/Nrdc/Snap91/Dnm1l/Bcl11a/Nlgn1/Map2k1/Map1b/Mapt/Pafah1b1/Nrxn1/Serpine2/Ptprz1",42
"GO:0048638","BP","GO:0048638","regulation of developmental growth","40/801","265/10713",1.41875970089602e-05,0.00243209806908145,0.00225643887357816,"Fgf2/Mycbp2/Shtn1/Rbp4/Mef2c/Ncor1/Ntrk3/Pum2/Cdkn1a/Plcb1/Map2/Golga4/Jarid2/Pak1/Macf1/Apc/Mapk1/Tnr/L1cam/Rufy3/Plxna4/Epha7/Ttc3/Afg3l2/Insr/Lats1/Mecp2/Stk4/Akap6/Sema4d/Bcl11a/Dusp6/Tnks2/Syt1/Map1b/Ncam1/Mapt/Pafah1b1/Celf1/Rgs4",40
"GO:0060079","BP","GO:0060079","excitatory postsynaptic potential","17/801","72/10713",1.62805001908831e-05,0.00270878792881841,0.00251314470438834,"Mef2c/Celf4/Pclo/Plk2/Grik5/Nlgn2/Prkar1b/Grin2b/Grin2a/Mecp2/Reln/Mtmr2/Nlgn1/Cacnb3/Ppp3ca/Nrxn1/Rgs4",17
"GO:0050807","BP","GO:0050807","regulation of synapse organization","38/801","250/10713",1.97365410161341e-05,0.00293814769811238,0.00272593887829486,"Mdga2/Negr1/Mycbp2/Lrrc24/Malat1/Mef2c/Flrt1/Gpr158/Ntrk3/Lrrn3/Epha4/Pak3/Dgkb/Rock1/Epha7/Ppfia2/Dnm3/Nlgn2/Ube3a/Opa1/Grin2b/Cdh8/Adgrl3/Mecp2/Sema4d/Clstn2/Reln/Lrrtm1/Chmp2b/Snap91/Dnm1l/Nlgn1/Abi2/Nrcam/Pafah1b1/Nrxn1/Nedd4/Pgrmc1",38
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","27/801","153/10713",2.2325296999164e-05,0.00323831295190437,0.00300442458401705,"Slc17a6/Sv2b/Mef2c/Prkcb/Napb/Gpr158/Pclo/Syn2/Pak1/Erc1/Nrxn3/Slc1a2/Braf/Snap29/Grik5/Ppfia2/Vamp2/Syn1/Synj1/Atp1a2/Snap91/Dnm1l/Nlgn1/Syt1/Syt11/Nrxn1/Cadps",27
"GO:0007416","BP","GO:0007416","synapse assembly","29/801","174/10713",3.41911132251597e-05,0.00460521732177925,0.00427260377294853,"Mdga2/Negr1/Mycbp2/Lrrc24/Mef2c/Flrt1/Ntrk3/Pclo/Lrrn3/Cdh9/Nrxn3/Epha7/Pcdh17/Dnm3/Nlgn2/Srgap2/Adgrl3/Mecp2/Crk/Sema4d/Nptxr/Zdhhc2/Clstn2/Reln/Add2/Lrrtm1/Nlgn1/Mapt/Nrxn1",29
"GO:0010720","BP","GO:0010720","positive regulation of cell development","47/801","346/10713",4.3077094383783e-05,0.00541526939842357,0.00502414953444543,"Fgf2/Cd83/Vsir/Atp11c/Malt1/Vcan/Star/Shtn1/Adam8/Ntrk3/Golga4/Anxa1/Epha4/Pak3/Pak1/Macf1/Grm5/Parp6/L1cam/Kras/Rufy3/Braf/Plxna4/Pbrm1/Arid1a/Fos/Opa1/Prkci/Rfx3/Mecp2/Sema4d/Synj1/Reln/Nrdc/Mapk9/Snap91/Dnm1l/Bcl11a/Map2k1/Jun/Map1b/Mapt/Ppp3ca/Pafah1b1/Serpine2/Ptprz1/Hsp90aa1",47
"GO:0006887","BP","GO:0006887","exocytosis","37/801","254/10713",6.45455364395287e-05,0.00702180960843104,0.00651465677505041,"Syt6/Mical3/Mical1/Sv2b/Rab3c/Prkcb/Napb/Bcr/Pclo/Anxa1/Syn2/Pak1/Rala/Erc1/Braf/Scamp1/Arl8b/Snap29/Grik5/Ppfia2/Vamp2/Rab15/Myo5a/Snx4/Exoc6/Syn1/Synj1/Rab3ip/Sacm1l/Exoc3/Dnm1l/Nlgn1/Syt1/Syt11/Ncam1/Cadps/Nsf",37
"GO:0097479","BP","GO:0097479","synaptic vesicle localization","14/801","58/10713",6.9480288707105e-05,0.00741603760785081,0.00688041150930736,"Kif5c/Pclo/Map2/Syn2/Pcdh17/Dnm3/Nlgn2/Syn1/Synj1/Snap91/Nlgn1/Ap1s2/Kif5a/Nrxn1",14
"GO:0046488","BP","GO:0046488","phosphatidylinositol metabolic process","21/801","112/10713",7.22607251139534e-05,0.00756998003647471,0.00702323538826845,"Fgf2/Impa2/Pgap1/Plcb1/Pgap3/Hycc2/Sh3yl1/Ip6k1/Pigm/Pi4ka/Synj1/Mtmr3/Efr3b/Sacm1l/Pigu/Mtmr2/Inpp5f/Pigq/Bpnt2/Dpm1/Pitpnc1",21
"GO:0042391","BP","GO:0042391","regulation of membrane potential","42/801","309/10713",0.000107581349431006,0.0101431282288533,0.00941053698707009,"Bves/Trpm4/Shtn1/Mef2c/Celf4/Ntrk3/Pclo/Crtc1/Scn3b/Prkce/Plk2/Gabrb1/Rbfox2/Akap9/Grik5/Cacna2d1/Akap7/Nlgn2/Prkar1b/Grin2b/Grin2a/Atp1a3/Scn8a/Mecp2/Akap6/Kcnma1/Ank3/Reln/Mtmr2/Nlgn1/Jun/Mllt11/Nrcam/Cacnb3/Mapt/Ppp3ca/Nrxn1/Rgs4/Nedd4/Scn1b/Atp1b1/Atp1b2",42
"GO:0035640","BP","GO:0035640","exploration behavior","10/801","34/10713",0.000129475377716655,0.011512837968164,0.0106813189265773,"Lsamp/Chl1/Prkce/Tnr/Nlgn2/Ube3a/Lrrtm1/Atp1a2/Slc4a10/Brinp1",10
