"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060627","BP","GO:0060627","regulation of vesicle-mediated transport","67/927","417/10713",4.08767743173178e-07,0.000143044664949249,0.000123085915483044,"Ptx3/Bves/Cd84/Tnf/Ppfia2/Mical1/Syt6/Syt4/Plk2/Sv2b/Erc1/Anxa1/Rab3c/Snap91/Pgap1/Arc/Rab15/C3/Wdr44/Prkcb/Cacna1b/Atad1/Bcr/Ankrd13b/Akap5/Vamp2/Inpp5f/Aak1/Napb/Kif3a/Pclo/Hip1r/Trf/Ahi1/Tsc2/Zdhhc2/Myo5a/Atp9a/Grik5/Erc2/Hmox1/Stx1b/Mtmr2/Syn1/Cbll1/Sh3gl2/Cd47/Rock1/Fbxo45/Vamp1/Camk1d/Pip5k1c/Dnm1l/Btbd9/Pten/Cav1/Itgav/Stxbp1/Cadps/Nsf/Pls3/Scamp5/Rab5a/Prepl/Mapk1/Actg1/Syt11",67
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis","44/927","238/10713",9.83086856904382e-07,0.000278494462463056,0.000239636660908572,"Fgf2/Kit/Vcan/Cip2a/Acan/Tnf/Star/Zfp488/Kdr/Snap91/Shtn1/Kras/Tenm4/Macf1/Map1b/Akap5/Plxna1/Egr2/Ntrk3/Plxna4/Epha4/Nrp1/Prmt5/Sox11/Trf/Pak3/Pak1/L1cam/Grm5/Rufy3/Parp6/Nrdc/Marcks/Nefl/Serpinf1/Dscam/Caprin1/Dnm1l/Mapt/Slc7a5/Ndel1/Pafah1b1/Ptn/Hdac2",44
"GO:0032731","BP","GO:0032731","positive regulation of interleukin-1 beta production","11/927","24/10713",1.67003611331079e-06,0.00037950546953814,0.000326553794687117,"Tnf/Malt1/Ccl3/Gbp5/Lpl/Inava/Ripk2/Jak2/Panx1/Hk1/Egr1",11
"GO:0098609","BP","GO:0098609","cell-cell adhesion","68/927","443/10713",1.82478267012925e-06,0.00037950546953814,0.000326553794687117,"Cd83/Bves/Lamb1/Kit/Adam19/Cdh6/Vsir/Nexmif/Slc7a1/Adam8/Tnf/Has2/Malt1/Mdga2/Zc3h8/Mmp24/Cdhr3/Anxa1/Vezt/Plek/Sox4/Vcam1/Tenm2/Negr1/Tenm4/Igsf9b/Nectin1/Ripk2/Cyfip2/Cntn1/Hsp90aa1/Cd44/Icam1/Ncam1/Clstn3/Ext1/Igsf21/Cd200/Jak2/Cdh9/Tsc2/Nfkbiz/Zdhhc2/Lims1/L1cam/Nrcam/Nfasc/Smarcd2/Arid1a/Cxadr/Nectin2/Clstn2/Tnfrsf21/Cbll1/Dtx1/Dscam/Cd47/Rock1/Nkap/Wnk1/Gtpbp4/Pip5k1c/Pten/Cav1/Itgav/Stxbp1/Kifap3/Sox9",68
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","48/927","283/10713",4.10164782680562e-06,0.000625659049273504,0.000538362034595297,"Fgf2/Kit/Vcan/Cip2a/Acan/Tnf/Star/Zfp488/Lrrc24/Lrrn3/Kdr/Snap91/Shtn1/Kras/Tenm4/Macf1/Map1b/Akap5/Plxna1/Egr2/Ntrk3/Plxna4/Clstn3/Epha4/Nrp1/Prmt5/Sox11/Trf/Pak3/Pak1/L1cam/Grm5/Rufy3/Parp6/Nrdc/Marcks/Clstn2/Nefl/Serpinf1/Dscam/Caprin1/Dnm1l/Mapt/Slc7a5/Ndel1/Pafah1b1/Ptn/Hdac2",48
"GO:0090066","BP","GO:0090066","regulation of anatomical structure size","58/927","370/10713",5.50660828447151e-06,0.000763784769749924,0.000657215336552606,"Sema3d/Trpm4/Chrm3/Tnf/Slc12a6/Plek/Cracd/Kdr/Ttl/Shtn1/Macf1/Map1b/Cyfip2/Hsp90aa1/Nefm/Rictor/Arfgef1/Ntrk3/Plxna4/Icam1/Cyria/Mtpn/Ext1/Pclo/Nrp1/Hip1r/Stk39/Ppp1r9a/Tsc2/Myo1c/Slit1/Pak3/Map2/Pak1/L1cam/Pik3ca/Rufy3/Hmgcr/Kcnma1/Nefl/Sptan1/Hsp90ab1/Dscam/Rock1/Sin3a/F2r/Rbfox2/Wnk1/Rb1cc1/Faah/Mapt/Pten/Cav1/Prkce/Ndel1/Clcn3/Pafah1b1/Rab5a",58
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","31/927","153/10713",5.74001655887279e-06,0.00077607632974396,0.000667791878607617,"Slc17a6/Abcc8/Ppfia2/Syt4/Sv2b/Erc1/Snap91/Prkcb/Cacna1b/Vamp2/Lin7a/Lin7c/Napb/Pclo/Syn2/Ppp1r9a/Pak1/Grik5/Erc2/Stx1b/Syn1/Sptbn2/Fbxo45/Vamp1/Mef2c/Dnm1l/Stxbp1/Cadps/Rab5a/Prepl/Syt11",31
"GO:0071345","BP","GO:0071345","cellular response to cytokine stimulus","69/927","469/10713",6.97016800375148e-06,0.000921456210095946,0.000792887181339029,"Ddias/Acod1/Kit/Eda2r/Birc3/Hells/Acsl1/Cxcl10/Tnf/Star/Mndal/Gbp2/Mga/Usp25/Nr1d1/Arid5b/Ccl3/Gbp5/Nfkbia/Rnf185/Nfkb1/Fosl1/Adar/Kras/Ripk2/Otud4/Tut4/Jarid2/Vps26b/Syncrip/Icam1/Adam23/Ext1/Ccl7/Stk39/Enah/Jak2/Erbin/Dusp1/Nkiras2/Myo1c/Nfkbiz/Lims1/Trim2/Cnot7/Tnfrsf21/Hsp90ab1/Tollip/Dtx1/Cd47/Plcb1/Ifit1/Sin3a/Klf6/Wnk1/Ifngr2/Ythdf3/Bclaf1/Cav1/Ncl/Ina/Egr1/Stxbp1/Tnfrsf1a/Pafah1b1/Pfkp/Hspa5/Mapk1/Actg1",69
"GO:0051046","BP","GO:0051046","regulation of secretion","65/927","437/10713",9.00816876765418e-06,0.00116499121736467,0.001002442213206,"Cd84/Trpm4/Abcc8/Sytl2/Chrm3/Tnf/Ppfia2/Mical1/Syt6/Syt4/Gipr/Sv2b/Rbp4/Epha5/Anxa1/Selenot/Nr1d1/Rab3c/Sox4/Rab15/Rsad2/Prkcb/Cacna1b/Bcr/Frmd4a/Tmf1/Cry1/Vamp2/Myh10/Pclo/Cd200/Hip1r/Stk39/Jak2/Sox11/Ahi1/Ppp1r9a/Myo5a/Atp9a/Igfbp3/Hmgcr/Hmox1/Stx1b/Syn1/Plcb1/F2r/Fbxo45/Nell2/Wnk1/Mef2c/Dnm1l/Oga/Vps35/Prkce/Stxbp1/Cadps/Tnfrsf1a/Nsf/Myo6/Scamp5/Rab5a/Tm7sf3/Nnat/Prepl/Syt11",65
"GO:0021954","BP","GO:0021954","central nervous system neuron development","19/927","73/10713",9.35664835559774e-06,0.00118431278866917,0.00101906788249209,"Nhlh2/Taok1/Btg2/Plxna1/Hsp90aa1/Plxna4/Dclk1/Epha4/Brinp1/Nrp1/Mycbp2/Rac3/Nfib/Hsp90ab1/Nr4a2/Fbxo45/Pten/Ndel1/Pafah1b1",19
"GO:0031347","BP","GO:0031347","regulation of defense response","61/927","405/10713",1.14994163569073e-05,0.00139612301851513,0.00120132463466467,"Acod1/Ncf1/Adam8/Tnf/Ddx60/Mndal/Gbp2/Anxa1/Nr1d1/Ccl3/Gbp5/Nfkbia/Rnf185/Gpr17/Lpl/Nfkb1/Fosl1/C3/Rps6ka3/Adar/Ywhaz/Inava/Elmod2/Rsad2/Ipo5/Eif2ak2/Ripk2/Bcr/Otud4/Mkrn2/Hsp90aa1/Rictor/Atg12/Cd44/Tomm70a/Cd200/Stk39/Jak2/Erbin/Napepld/N4bp1/Tap1/Nfkbiz/Nectin2/Cnot7/Polr3c/Pja2/Cd47/Sin3a/Trafd1/Ilrun/Mef2c/Ythdf3/Pten/Vps35/Cav1/Prkce/Tnfrsf1a/Csnk1a1/Nfe2l1/Syt11",61
"GO:0007611","BP","GO:0007611","learning or memory","40/927","233/10713",1.93176229734974e-05,0.00223626621410635,0.00192424425143531,"Lamb1/Kit/Lcn2/Trpm4/Abcc8/Syt4/Plk2/Sorcs3/Arc/Slc24a2/Prkar2b/Btg2/Kras/Atad1/Atp1a3/Ncam1/Clstn3/Brinp1/Man2b1/Ccnd2/Pak1/Grm5/Map1a/Hmgcr/Clstn2/Serpinf1/Pja2/Plcb1/Ap1s2/Rcan2/Nr4a2/Mef2c/Btbd9/Mapt/Pten/Egr1/Pafah1b1/Atp8a1/Ptn/Syt11",40
"GO:0032535","BP","GO:0032535","regulation of cellular component size","47/927","291/10713",1.95471244130997e-05,0.00223626621410635,0.00192424425143531,"Sema3d/Slc12a6/Plek/Cracd/Ttl/Shtn1/Macf1/Map1b/Cyfip2/Hsp90aa1/Nefm/Rictor/Arfgef1/Ntrk3/Plxna4/Icam1/Cyria/Mtpn/Pclo/Nrp1/Hip1r/Stk39/Ppp1r9a/Tsc2/Myo1c/Slit1/Pak3/Map2/Pak1/L1cam/Pik3ca/Rufy3/Kcnma1/Nefl/Sptan1/Hsp90ab1/Dscam/Sin3a/Wnk1/Rb1cc1/Mapt/Pten/Prkce/Ndel1/Clcn3/Pafah1b1/Rab5a",47
"GO:0044057","BP","GO:0044057","regulation of system process","54/927","353/10713",2.35634495656782e-05,0.0025487083902949,0.00219309196627546,"Bves/Kit/Trpm4/Abcc8/Chrm3/Ncf1/Calcrl/Tnf/Mdm2/Plk2/Zfp488/Fbxo32/Tenm4/Atp2b4/Igsf9b/Cacna1b/Jarid2/Cry1/Egr2/Rgs4/Cacna2d1/Icam1/Tomm70a/Mtpn/Celf4/Pclo/Hip1r/Stk39/Ptpro/Trf/Pak1/Cxadr/Hmgcr/Nrdc/Kcnma1/Gls/Stx1b/Mtmr2/Tnfrsf21/Acat2/Rock1/Akap9/Akap1/F2r/Rbfox2/Wnk1/Mef2c/Faah/Pten/Oga/Cav1/Pde4b/Tnfrsf1a/Atp1b1",54
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","50/927","326/10713",4.38956589392349e-05,0.00428090614802473,0.00368359947232958,"Fgf2/Acod1/Cxcl10/Adam8/Tnf/Ddx60/Mndal/Gbp2/Nr1d1/Kdr/Ccl3/Gbp5/Nfkbia/Rnf185/Lpl/Fosl1/C3/Rps6ka3/Inava/Rsad2/Ipo5/Eif2ak2/Ripk2/Otud4/Hsp90aa1/Ntrk3/Tomm70a/Ccl7/Nrp1/Stk39/Erbin/Napepld/Nfkbiz/Nectin2/Polr3c/Dscam/Pja2/Cd47/Sin3a/Camk1d/Wnk1/Dnm1l/Cav1/Scg2/Prkce/Ndel1/Tnfrsf1a/Csnk1a1/Ptn/Mapk1",50
"GO:1904705","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","15/927","55/10713",4.46332651802985e-05,0.00428263378318703,0.00368508605385045,"Fgf2/Hpgd/Cdkn1a/Calcrl/Tnf/Mdm2/Jak2/Pak1/Hmox1/Gnai3/Mef2c/Pten/Gna13/Cav1/Adamts1",15
"GO:0045087","BP","GO:0045087","innate immune response","65/927","462/10713",5.34269420632201e-05,0.00496620122397025,0.00427327663245788,"Ptx3/Acod1/Cd84/Lcn2/Ncf1/Adam8/Tnf/Ddx60/Masp1/Malt1/Mndal/Gbp2/Anxa1/Nr1d1/Ccl3/Gbp5/Nfkbia/Rnf185/Nfkb1/Arid5a/Fosl1/C3/Rps6ka3/Adar/Ywhaz/Inava/Rsad2/Ipo5/Eif2ak2/Ripk2/Otud4/Setd2/Hsp90aa1/Atg12/Vps26b/Syncrip/Tomm70a/Ccl7/Jak2/Erbin/Myo1c/N4bp1/Tap1/Nfkbiz/Nectin2/Cnot7/Polr3c/Tollip/Trim27/Pja2/Cd47/Ifit1/Sin3a/Akap1/Trafd1/Ilrun/Ifngr2/Ythdf3/Hk1/Cav1/Prkce/Fyn/Stxbp1/Csnk1a1/Actg1",65
"GO:0060038","BP","GO:0060038","cardiac muscle cell proliferation","13/927","44/10713",5.74576053147533e-05,0.00515590716987322,0.00443651326929665,"Fgf2/Rbp4/Apc/Tenm4/Jarid2/Ncam1/Myh10/Ccnd2/Cxadr/Mef2c/Pten/Hdac2/Mapk1",13
"GO:0018105","BP","GO:0018105","peptidyl-serine phosphorylation","37/927","220/10713",6.18230354709447e-05,0.00539099897834869,0.00463880316580579,"Stk32b/Tnf/Plk2/Rps6ka3/Ttbk2/Atp2b4/Stk4/Prkcb/Ripk2/Hsp90aa1/Rictor/Uhmk1/Ntrk3/Cd44/Inpp5f/Dclk1/Mast1/Prkacb/Stk39/Lmtk2/Csnk1g1/Pak1/Pik3ca/Hsp90ab1/Rock1/Akap9/Camk1d/Wnk1/Ggnbp2/Hk1/Pten/Cav1/Prkce/Camkv/Csnk1a1/Srpk2/Mapk1",37
"GO:0002697","BP","GO:0002697","regulation of immune effector process","33/927","188/10713",6.47668289307567e-05,0.00550425521870103,0.00473625697880105,"Kit/Cd84/Aplf/Vsir/Trpm4/Ncf1/Tnf/Ddx60/Masp1/Pms2/Malt1/Rbp4/Atad5/Anxa1/H2-T24/Arid5a/C3/Inava/Rsad2/Ripk2/Bcr/Nsd2/Tap1/Nfkbiz/Nectin2/Hmox1/Panx1/Cd47/Ube2j1/Hk1/Pten/Stxbp1/Gpi1",33
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","40/927","246/10713",6.88675233286848e-05,0.00569017911503258,0.00489623926823676,"Trpm4/Abcc8/Chrm3/Tnf/Mdm2/Gipr/Rbp4/Fbxw7/Sox4/Ipo5/Prkcb/Akap5/Frmd4a/Hsp90aa1/Cct8/Vamp2/Tomm70a/Myh10/Pcm1/Kif3a/Jak2/Myo1c/Pak1/Zdhhc2/Rufy3/Hsp90ab1/Plcb1/Tcaf1/Dnm1l/Asph/Bag3/Oga/Vps35/Prkce/Fyn/Tnfrsf1a/Tm7sf3/Tcp1/Nnat/Mapk1",40
"GO:1990874","BP","GO:1990874","vascular associated smooth muscle cell proliferation","15/927","57/10713",7.02002819567237e-05,0.00571789904279794,0.00492009148731346,"Fgf2/Hpgd/Cdkn1a/Calcrl/Tnf/Mdm2/Jak2/Pak1/Hmox1/Gnai3/Mef2c/Pten/Gna13/Cav1/Adamts1",15
"GO:0001816","BP","GO:0001816","cytokine production","62/927","443/10713",9.25869162601302e-05,0.00703872377824307,0.00605662406483107,"Cd83/Acod1/Kit/Cd84/Vsir/Trpm4/Abcc8/Adam8/Tnf/Malt1/Anxa1/Usp25/Ccl3/Gbp5/Lpl/Nfkb1/Arid5a/Zfp131/C3/Arrdc4/Inava/Rsad2/Eif2ak2/Ripk2/Setd2/Tut4/Hsp90aa1/Tmf1/Atg12/Tomm70a/Sulf2/Ext1/Cd200/Stard7/Jak2/Erbin/N4bp1/Nfkbiz/Hmox1/Panx1/Tnfrsf21/Polr3c/Chi3l1/Trim27/Cd47/Plcb1/F2r/Ilrun/Ube2j1/Sars1/Hk1/Pten/Ncl/Slc7a5/Itgav/Pde4b/Egr1/Tnfrsf1a/Atp6ap2/Scamp5/Hdac2/Syt11",62
"GO:0048871","BP","GO:0048871","multicellular organismal-level homeostasis","67/927","489/10713",9.34710335318881e-05,0.00703872377824307,0.00605662406483107,"Kit/Lcn2/Abcc8/Acsl1/Adam8/Tnf/Zc3h8/Rbp4/Anxa1/Nr1d1/Cracd/Kdr/Pemt/Sox4/Lnpep/Rmi1/Adar/Apc/Kras/Inava/Dync1h1/Bcr/Ptbp3/Elovl6/Exoc6/Cd44/Pacs1/Akap11/Clstn3/Ext1/Kif3a/Stk39/Rrp8/Jak2/Trf/Napepld/Nkiras2/Nfkbiz/Pik3ca/Map1a/Cxadr/Rrn3/Nrdc/Wdr37/Rac3/Abca3/Hmox1/Nfib/Ip6k1/Fas/Scd1/Sh3gl2/Plcb1/F2r/Rbfox2/Mef2c/Btbd9/Cav1/Norad/Itgav/Pde4b/Egr1/Clcn3/Gpi1/Nfe2l1/Hspa9/Sox9",67
"GO:0051222","BP","GO:0051222","positive regulation of protein transport","38/927","233/10713",9.72991886885885e-05,0.00723541091885516,0.00622586782358692,"Trpm4/Abcc8/Chrm3/Tnf/Mdm2/Gipr/Rbp4/Fbxw7/Sox4/Ipo5/Prkcb/Akap5/Frmd4a/Hsp90aa1/Vamp2/Tomm70a/Myh10/Pcm1/Kif3a/Jak2/Myo1c/Pak1/Zdhhc2/Rufy3/Hsp90ab1/Plcb1/Tcaf1/Dnm1l/Asph/Bag3/Oga/Vps35/Prkce/Fyn/Tnfrsf1a/Tm7sf3/Nnat/Mapk1",38
"GO:0040017","BP","GO:0040017","positive regulation of locomotion","54/927","372/10713",0.000100416173204999,0.00737501005427828,0.00634598895771165,"Fgf2/Bves/Lamb1/Kit/Sema3d/Lcn2/Vsir/Cxcl10/Adam8/Has2/Mdm2/Plk2/Anxa1/Kdr/Shtn1/Apc/Stk4/Ntrk3/Icam1/Epha4/Ccl7/Nrp1/Stk39/Jak2/Trf/Tsc2/Myo1c/Pak3/Pak1/Myo5a/Rufy3/Hmox1/Cbll1/Dscam/Cd47/F2r/Camk1d/Wnk1/Dnm1l/Vps35/Cav1/Glipr2/Scg2/Itgav/Prkce/Adamts1/Egr1/Gpi1/Hspa5/Atp8a1/Ptn/Sox9/Mapk1/Actg1",54
"GO:0061117","BP","GO:0061117","negative regulation of heart growth","9/927","24/10713",0.000103585948324973,0.0074244916456056,0.00638856647690988,"Rbp4/Apc/Jarid2/Rgs4/Tomm70a/Pak1/Cxadr/Pten/Hdac2",9
"GO:1903829","BP","GO:1903829","positive regulation of protein localization","54/927","374/10713",0.000115822454696913,0.00796351928546942,0.00685238461753639,"Trpm4/Abcc8/Chrm3/Tnf/Mdm2/Gipr/Rbp4/Fbxw7/Sox4/Tmem35a/Apc/Atp2b4/Ipo5/Prkcb/Akap5/Frmd4a/Hsp90aa1/Cct8/Vamp2/Tomm70a/Lrig2/Clstn3/Myh10/Pcm1/Kif3a/Jak2/Myo1c/Pak1/Zdhhc2/Pik3ca/Map1a/Myo5a/Rufy3/Gnai1/Hsp90ab1/Plcb1/Dpp6/Tcaf1/Dnm1l/Ric3/Asph/Bag3/Mapt/Oga/Vps35/Prkce/Fyn/Tnfrsf1a/Ptn/Tm7sf3/Tcp1/Nnat/Mapk1/Syt11",54
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus","44/927","287/10713",0.000125785840077764,0.00821790037468912,0.00707127239821167,"Acod1/Cd84/Ncf1/Adam8/Tnf/Ddx60/Mndal/Gbp2/Nr1d1/Gbp5/Nfkbia/Rnf185/Fosl1/Rps6ka3/Adar/Ywhaz/Inava/Elmod2/Rsad2/Ipo5/Eif2ak2/Ripk2/Otud4/Tut4/Hsp90aa1/Atg12/Tomm70a/Erbin/N4bp1/Tap1/Nfkbiz/Nectin2/Cnot7/Polr3c/Pja2/Sin3a/Trafd1/Ilrun/Ythdf3/Pten/Cav1/Prkce/Csnk1a1/Syt11",44
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","48/927","323/10713",0.000136925663856866,0.00866564653494145,0.00745654539010011,"Mpp7/Tnf/Gbp2/Stmn2/Plek/Cracd/Snap91/Gbp5/Eif4ebp1/Tfip11/Terf1/Apc/Eif2ak2/Map1b/Cyfip2/Hsp90aa1/Rictor/Arfgef1/Icam1/Cyria/Faf1/Napb/Ncam1/Mtpn/Hip1r/Ppp1r9a/Myo1c/Pak3/Map2/Pak1/Psrc1/Abca3/Stx1b/Sptan1/Fas/Akap9/Stxbp6/Camsap2/Vcp/Clip1/Mapt/Vps35/Cav1/Prkce/Stxbp1/Csnk1a1/Sox9/Syt11",48
"GO:0009617","BP","GO:0009617","response to bacterium","45/927","297/10713",0.000139865072571549,0.00875849807082257,0.00753644152814894,"Acod1/Cd84/Lcn2/Casp7/Ncf1/Noct/Cxcl10/Tnf/Malt1/Gbp2/Serpina3n/Nr1d1/Gbp5/Nfkbia/Lpl/Nfkb1/Arid5a/C3/Rps6ka3/Inava/Eif2ak2/Ripk2/Bcr/Tut4/Tmf1/Jak2/Tmem229b/Erbin/Trf/Nfkbiz/Nfib/Scd1/Cd47/Ifit1/F2r/Mef2c/Pten/Cav1/Ncl/Itgav/Prkce/Pde4b/Tnfrsf1a/Mapk1/Syt11",45
"GO:0045088","BP","GO:0045088","regulation of innate immune response","38/927","238/10713",0.000153450288009313,0.00922096730674146,0.00793438331301744,"Acod1/Ncf1/Adam8/Tnf/Ddx60/Mndal/Gbp2/Nr1d1/Gbp5/Nfkbia/Rnf185/Fosl1/Rps6ka3/Adar/Ywhaz/Inava/Rsad2/Ipo5/Eif2ak2/Ripk2/Otud4/Hsp90aa1/Atg12/Tomm70a/Erbin/N4bp1/Tap1/Nfkbiz/Nectin2/Cnot7/Polr3c/Pja2/Sin3a/Trafd1/Ythdf3/Cav1/Prkce/Csnk1a1",38
"GO:1901652","BP","GO:1901652","response to peptide","46/927","309/10713",0.000180066910920336,0.0100113836735054,0.00861451439061088,"Tnf/Mdm2/Rbp4/Anxa1/Serpina3n/Pip4k2b/Nfkbia/Vcam1/Lpl/Nfkb1/Eif4ebp1/Apc/Inava/Prkcb/Cacna1b/Ripk2/Atp1a3/Cry1/Egr2/Vamp2/Cacna2d1/Icam1/Epha4/Jak2/Erbin/Tsc2/Myo1c/Pak1/Grm5/Pik3ca/Myo5a/Zdhhc7/Marcks/Serpinf1/Ywhag/Rock1/Plcb1/Epm2aip1/Nr4a2/Pten/Cav1/Ncl/Ndel1/Egr1/Fyn/Mapk1",46
"GO:0006954","BP","GO:0006954","inflammatory response","54/927","383/10713",0.000215398664343236,0.0112404092471747,0.00967205636843175,"Acod1/Kit/Ncf1/Cxcl10/Adam8/Tnf/Scyl3/Gbp2/Anxa1/Serpina3n/Nr1d1/Ccl3/Gbp5/Nfkbia/Vcam1/Gpr17/Lpl/Nfkb1/Fosl1/C3/Ephx2/Ywhaz/Eif2ak2/Bcr/Mkrn2/Rictor/Cd44/Icam1/Ext1/Ccl7/Cd200/Stk39/Stard7/Jak2/Napepld/Nkiras2/Nfkbiz/Myo5a/Hmox1/Chi3l1/Tollip/Pja2/Cd47/F2r/Camk1d/Ifngr2/Hk1/Vps35/Itgav/Tnfrsf1a/Csnk1a1/Nfe2l1/Ptn/Syt11",54
"GO:0000165","BP","GO:0000165","MAPK cascade","64/927","479/10713",0.000274607530828962,0.0135228439960246,0.0116360273469522,"Fgf2/Kit/Eda2r/Cd84/Adam8/Tnf/Kdr/Taok1/Fbxw7/Ccl3/Zfp110/Nfkb1/C3/Efna1/Apc/Kras/Ywhaz/Inava/Stk4/Eif2ak2/Ripk2/Ppm1l/Ntrk3/Cd44/Icam1/Epha4/Alkal2/Ccl7/Nrp1/Prmt5/Stk39/Jak2/Trf/Dusp1/Tsc2/Pak3/Pak1/L1cam/Grm5/Eif3a/Igfbp3/Hmgcr/Chi3l1/Fas/Pja2/Rock1/Plcb1/Dnaja1/F2r/Mef2c/Rb1cc1/Stradb/Mturn/Pten/Cav1/Glipr2/Scg2/Itgav/Prkce/Pafah1b1/Map2k4/Atp6ap2/Sox9/Mapk1",64
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","40/927","262/10713",0.00027504860035619,0.0135228439960246,0.0116360273469522,"Acod1/Cd84/Vsir/Tnf/Masp1/Zc3h8/Anxa1/Nr1d1/Fbxw7/Gpr17/Tob2/Adar/Ywhaz/Bcr/Otud4/Mkrn2/Cul4a/Atg12/Cd44/Cd200/Erbin/Sox11/Dusp1/Tsc2/Tap1/Cnot7/Hmox1/Tnfrsf21/Fas/Trim27/Dtx1/Cd47/Plcb1/Trafd1/Ythdf3/Pten/Csnk1a1/Hspa9/Sox9/Syt11",40
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","39/927","254/10713",0.000290084234536941,0.0140301716362623,0.0120725685284822,"Slc17a6/Tnf/Ppfia2/Mdga2/Lrrc24/Lrrn3/Snap91/Arc/Negr1/Efna1/Malat1/Ywhaz/Nectin1/Ntrk3/Clstn3/Myh10/Epha4/Ptpro/Mycbp2/Ppp1r9a/Tsc2/Pak3/Nrcam/Marcks/Clstn2/Nefl/Dnm3/Caprin1/Rock1/Mef2c/Dnm1l/Vcp/Pten/Vps35/Camkv/Fyn/Kif1a/Pafah1b1/Ptn",39
"GO:0098739","BP","GO:0098739","import across plasma membrane","21/927","108/10713",0.000326010203481166,0.0154602024934724,0.0133030699057349,"Lcn2/Trpm4/Acsl1/Slc7a1/Tnf/Slc12a6/Slc24a2/Cacna1b/Akap5/Slc6a6/Atp1a3/Rgs4/Hcn2/Slc16a2/Wnk1/Slc9a6/Cav1/Slc7a5/Fyn/Slc39a6/Atp1b1",21
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","14/927","59/10713",0.000394855961209454,0.0175298366659331,0.0150839319667052,"Lcn2/Trpm4/Slc12a6/Slc24a2/Cacna1b/Akap5/Atp1a3/Hcn2/Wnk1/Slc9a6/Cav1/Fyn/Slc39a6/Atp1b1",14
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","14/927","59/10713",0.000394855961209454,0.0175298366659331,0.0150839319667052,"Lcn2/Trpm4/Slc12a6/Slc24a2/Cacna1b/Akap5/Atp1a3/Hcn2/Wnk1/Slc9a6/Cav1/Fyn/Slc39a6/Atp1b1",14
"GO:0050807","BP","GO:0050807","regulation of synapse organization","38/927","250/10713",0.000423327464765741,0.0180728535766313,0.0155511827628098,"Tnf/Ppfia2/Mdga2/Lrrc24/Lrrn3/Snap91/Arc/Negr1/Efna1/Malat1/Ywhaz/Nectin1/Ntrk3/Clstn3/Myh10/Epha4/Ptpro/Mycbp2/Ppp1r9a/Tsc2/Pak3/Nrcam/Marcks/Clstn2/Nefl/Dnm3/Caprin1/Rock1/Mef2c/Dnm1l/Vcp/Pten/Vps35/Camkv/Fyn/Kif1a/Pafah1b1/Ptn",38
"GO:0042509","BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","10/927","34/10713",0.000428353060061357,0.0180728535766313,0.0155511827628098,"Kit/Tnf/Inpp5f/Jak2/Cnot7/Ggnbp2/Cav1/Fyn/Tnfrsf1a/Hdac2",10
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","48/927","339/10713",0.000431775717553845,0.0180889700262523,0.0155650505149322,"Kit/Ccp110/Lcn2/Dpysl3/Stmn2/Snap91/Negr1/Ttbk2/Shtn1/Apc/Plppr5/Macf1/Map1b/Akap5/Plxna1/Cntn1/Hsp90aa1/Ntrk3/Plxna4/Epha4/Alkal2/Nrp1/Ahi1/Ppp1r9a/Tsc2/Pak3/Pak1/L1cam/Rufy3/Rrn3/Parp6/Nrdc/Marcks/Nefl/Dnm3/Serpinf1/Dscam/Caprin1/Camk1d/Dnm1l/Clip1/Mapt/Adamts1/Ndel1/Fyn/Pafah1b1/Hspa5/Ptn",48
"GO:0048588","BP","GO:0048588","developmental cell growth","34/927","216/10713",0.000438419902652536,0.0182388811250345,0.0156940448038225,"Sema3d/Syt4/Ttl/Shtn1/Macf1/Map1b/Cyfip2/Plxna1/Hsp90aa1/Ntrk3/Rgs4/Plxna4/Tomm70a/Clstn3/Dclk1/Ext1/Nrp1/Slit1/Map2/Pak1/L1cam/Rufy3/Hsp90ab1/Dscam/Sh3gl2/Sin3a/Mapt/Slc9a6/Pten/Ndel1/Dcaf13/Pafah1b1/Map2k4/Sox9",34
